"NptgLocalityCode","OldNptgLocalityCode","LocalityName","LocalityNameLang","ShortName","ShortNameLang","QualifierName","QualifierNameLang","QualifierLocalityRef","QualifierDistrictRef","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"E0040984","N0071462","Llansantffraid-yn-Elfael","CY","","EN","","EN","","","2002-09-19T07:51:22","2002-09-19T07:51:22",0,""
"E0041173","N0071463","Llansteffan","CY","","EN","Powys","EN","","","2002-09-19T07:51:24","2002-09-19T07:51:24",0,""
"E0054626","N0071464","Llanwrtyd","CY","","EN","","EN","","","2002-09-19T07:51:26","2002-09-19T07:51:26",0,""
"N0071465","N0071466","Llyn Clywedog","CY","","EN","","EN","","","2002-09-19T07:51:27","2002-09-19T07:51:27",0,""
"E0054637","N0071467","Maesyfed","CY","","EN","","EN","","","2002-09-19T07:51:29","2002-09-19T07:51:29",0,""
"E0041217","N0071468","Meli-y-Ddol","CY","","EN","","EN","","","2002-09-19T07:51:31","2002-09-19T07:51:31",0,""
"E0041379","N0071472","Penffordd-Las","CY","","EN","","EN","","","2002-09-19T07:51:38","2002-09-19T07:51:38",0,""
"N0071473","N0071474","Pennat Melangell","CY","","EN","","EN","","","2002-09-19T07:51:39","2002-09-19T07:51:39",0,""
"E0041319","N0071475","Pentre'r Beirdd","CY","","EN","","EN","","","2002-09-19T07:51:41","2002-09-19T07:51:41",0,""
"E0041320","N0071476","Pentre'r-felin","CY","","EN","Powys","EN","","","2002-09-19T07:51:42","2002-09-19T07:51:42",0,""
"E0040982","N0071477","Pentref Elan","CY","","EN","","EN","","","2002-09-19T07:51:44","2002-09-19T07:51:44",0,""
"E0041424","N0071478","Plas Trelydan","CY","","EN","","EN","","","2002-09-19T07:51:46","2002-09-19T07:51:46",0,""
"E0041256","N0071479","Pontnewydd ar Wy","CY","","EN","","EN","","","2002-09-19T07:51:47","2002-09-19T07:51:47",0,""
"E0041375","N0071480","Pontsenni","CY","","EN","","EN","","","2002-09-19T07:51:49","2002-09-19T07:51:49",0,""
"E0054644","N0071481","Rhaeadr Gwy","CY","","EN","","EN","","","2002-09-19T07:51:51","2002-09-19T07:51:51",0,""
"E0040813","N0071484","Tal-y-bont","CY","","EN","Powys","EN","","","2002-09-19T07:51:56","2002-09-19T07:51:56",0,""
"E0041388","N0071488","Talybont-ar-Wysg","CY","","EN","","EN","","","2002-09-19T07:52:01","2002-09-19T07:52:01",0,""
"E0041129","N0071489","Tre'r Llai","CY","","EN","","EN","","","2002-09-19T07:52:03","2002-09-19T07:52:03",0,""
"E0041411","N0071490","Trecastell","CY","","EN","Powys","EN","","","2002-09-19T07:52:04","2002-09-19T07:52:04",0,""
"E0054586","N0071491","Tref-y-clawdd","CY","","EN","","EN","","","2002-09-19T07:52:06","2002-09-19T07:52:06",0,""
"E0054635","N0071492","Trefaldwyn","CY","","EN","","EN","","","2002-09-19T07:52:08","2002-09-19T07:52:08",0,""
"E0041419","N0071493","Trefeca","CY","","EN","","EN","","","2002-09-19T07:52:10","2002-09-19T07:52:10",0,""
"E0041425","N0071494","Tretwr","CY","","EN","","EN","","","2002-09-19T07:52:12","2002-09-19T07:52:12",0,""
"E0041432","N0071495","Tycrwn","CY","","EN","","EN","","","2002-09-19T07:52:13","2002-09-19T07:52:13",0,""
"E0040772","N0071496","Y Batel","CY","","EN","","EN","","","2002-09-19T07:52:15","2002-09-19T07:52:15",0,""
"E0041050","N0071497","Y Clas-ar-Wy","CY","","EN","","EN","","","2002-09-19T07:52:17","2002-09-19T07:52:17",0,""
"E0055113","N0071498","Y Drenewydd","CY","","EN","Powys","CY","","","2002-09-19T07:52:19","2002-09-19T07:52:19",0,""
"E0055107","N0071499","Y Gelli","CY","","EN","","EN","","","2002-09-19T07:52:21","2002-09-19T07:52:21",0,""
"E0040902","N0071500","Y Groes","CY","","EN","","EN","","","2002-09-19T07:52:22","2002-09-19T07:52:22",0,""
"E0054655","N0071501","Y Trallwng","CY","","EN","","EN","","","2002-09-19T07:52:24","2002-09-19T07:52:24",0,""
"E0054565","N0071502","Yr Ystog","CY","","EN","","EN","","","2002-09-19T07:52:26","2002-09-19T07:52:26",0,""
"E0041562","N0070289","Saltburn-by-the-Sea","EN","","EN","","EN","","","2002-09-04T13:57:21","2002-09-04T13:57:21",0,""
"E0041544","N0070290","Marske-by-the-Sea","EN","","EN","","EN","","","2002-09-04T13:57:09","2002-09-04T13:57:09",0,""
"E0041613","E0054663","Cwm Clydach","CY","","EN","","EN","","","2014-04-10T17:34:58","2014-04-10T17:34:58",0,"new"
"N0075517","E0054674","Llwyn-y-pia","CY","","EN","","EN","","","2014-04-10T17:35:04","2014-04-10T17:35:04",0,"new"
"E0054661","N0071506","Abercynnon","CY","","EN","","EN","","","2002-09-19T07:52:48","2002-09-19T07:52:48",0,""
"E0054676","N0071507","Aberpennar","CY","","EN","","EN","","","2002-09-19T07:52:50","2002-09-19T07:52:50",0,""
"N0071509","N0071510","Coedelai","CY","","EN","","EN","","","2002-09-19T07:52:53","2002-09-19T07:52:53",0,""
"E0054666","N0071511","Glynrhedynog","CY","","EN","","EN","","","2002-09-19T07:52:55","2002-09-19T07:52:55",0,""
"E0041672","N0071512","Pen-y-Coedcae","CY","","EN","","EN","","","2002-09-19T07:52:57","2002-09-19T07:52:57",0,""
"E0041610","N0071513","Pentre'r Eglwys","CY","","EN","","EN","","","2002-09-19T07:52:58","2002-09-19T07:52:58",0,""
"E0041685","N0071514","Pont Sion Norton","CY","","EN","","EN","","","2002-09-19T07:53:00","2002-09-19T07:53:00",0,""
"E0053653","E0041733","Ranksborough Hall","EN","","EN","","EN","","","2002-09-25T02:48:51","2002-09-25T02:48:51",0,""
"E0057248","N0078148","Southend","EN","","EN","on Sea","EN","","","2007-03-09T10:54:05","2007-03-09T10:54:05",0,"new"
"E0042050","N0078155","Westcliff","EN","","EN","on Sea","EN","","","2007-03-09T10:53:54","2007-03-09T10:53:54",0,"new"
"E0053735","N0078156","Leigh","EN","","EN","on Sea","EN","","","2007-03-09T10:53:44","2007-03-09T10:53:44",0,"new"
"N0070302","E0042097","Stockton-on-Tees","EN","","EN","","EN","","","2002-09-09T11:20:20","2002-09-09T11:20:20",0,""
"E0053751","E0042100","Thornaby-on-Tees","EN","","EN","","EN","","","2002-09-09T11:20:26","2002-09-09T11:20:26",0,""
"N0070308","N0070307","HMP Holme House","EN","","EN","","EN","","","2002-09-09T11:21:30","2002-09-09T11:21:30",0,""
"E0057254","N0078144","Stoke","EN","","EN","on Trent","CY","","","2007-03-03T20:31:37","2007-03-03T20:31:37",0,"new"
"N0071518","N0071519","Penrhyn","CY","","EN","Gwyr","EN","","","2002-09-19T07:53:48","2002-09-19T07:53:48",0,""
"E0042411","N0071520","Abertawe","CY","","EN","","EN","","","2002-09-19T07:53:49","2002-09-19T07:53:49",0,""
"E0042324","N0071521","Casllwchwr","CY","","EN","","EN","","","2002-09-19T07:53:51","2002-09-19T07:53:51",0,""
"E0042244","N0071522","Craigcefnparc","CY","","EN","","EN","","","2002-09-19T07:53:53","2002-09-19T07:53:53",0,""
"E0042886","E0042888","Llanbydderi","CY","","EN","","EN","","","2002-09-19T07:54:40","2002-09-19T07:54:40",0,""
"E0042896","E0042894","Llanfihangel y Bont-faen","CY","","EN","","EN","","","2002-09-19T07:54:49","2002-09-19T07:54:49",0,""
"E0042917","N0071527","Aberogwr","CY","","EN","","EN","","","2014-04-10T17:34:15","2014-04-10T17:34:15",0,"new"
"E0054751","N0071528","Barri","CY","","EN","","EN","","","2014-04-10T17:34:23","2014-04-10T17:34:23",0,"new"
"E0042847","N0071530","Cwm Ciddi","CY","","EN","","EN","","","2002-09-19T07:54:24","2002-09-19T07:54:24",0,""
"E0042946","N0071532","Eglwys Fair-y-Mynydd","CY","","EN","","EN","","","2002-09-19T07:54:27","2002-09-19T07:54:27",0,""
"E0054755","N0071533","Ewenni","CY","","EN","","EN","","","2002-09-19T07:54:29","2002-09-19T07:54:29",0,""
"E0042865","N0071534","Ffont-y-Gari","CY","","EN","","EN","","","2002-09-19T07:54:31","2002-09-19T07:54:31",0,""
"E0042864","N0071535","Ffwl-y-Mwn","CY","","EN","","EN","","","2002-09-19T07:54:33","2002-09-19T07:54:33",0,""
"E0054776","N0071536","Gwenfo","CY","","EN","","EN","","","2002-09-19T07:54:35","2002-09-19T07:54:35",0,""
"E0054767","N0071538","Llanbedr-y-Fro","CY","","EN","","EN","","","2002-09-19T07:54:38","2002-09-19T07:54:38",0,""
"E0042889","N0071539","Llancatel","CY","","EN","","EN","","","2002-09-19T07:54:41","2002-09-19T07:54:41",0,""
"E0042892","N0071540","Llandochau","CY","","EN","","EN","","","2002-09-19T07:54:43","2002-09-19T07:54:43",0,""
"E0054759","N0071541","Llandw","CY","","EN","","EN","","","2002-09-19T07:54:45","2002-09-19T07:54:45",0,""
"E0042884","N0071542","Llanffa","CY","","EN","","EN","","","2002-09-19T07:54:47","2002-09-19T07:54:47",0,""
"E0042910","N0071543","Llanfihangel y Pwll","CY","","EN","","EN","","","2002-09-19T07:54:50","2002-09-19T07:54:50",0,""
"E0042887","N0071544","Llanfleiddan","CY","","EN","","EN","","","2002-09-19T07:54:52","2002-09-19T07:54:52",0,""
"E0054762","N0071545","Llanilltyd Fawr","CY","","EN","","EN","","","2002-09-19T07:54:54","2002-09-19T07:54:54",0,""
"E0042941","N0071546","Llansanffraid-ar-Elai","CY","","EN","","EN","","","2002-09-19T07:54:56","2002-09-19T07:54:56",0,""
"E0042898","N0071547","Llansanwyr","CY","","EN","","EN","","","2002-09-19T07:54:57","2002-09-19T07:54:57",0,""
"E0042945","N0071548","Llwyneliddon","CY","","EN","","EN","","","2002-09-19T07:54:59","2002-09-19T07:54:59",0,""
"E0042902","N0071549","Llyswyrny","CY","","EN","","EN","","","2002-09-19T07:55:01","2002-09-19T07:55:01",0,""
"N0071550","N0071551","Maes Awyr Caerdydd","CY","","EN","","EN","","","2002-09-19T07:55:02","2002-09-19T07:55:02",0,""
"E0054765","N0071553","Pendeulwyn","CY","","EN","","EN","","","2002-09-19T07:55:06","2002-09-19T07:55:06",0,""
"E0042926","N0071554","Penmarc","CY","","EN","","EN","","","2002-09-19T07:55:07","2002-09-19T07:55:07",0,""
"E0042931","N0071555","Porthceri","CY","","EN","","EN","","","2002-09-19T07:55:09","2002-09-19T07:55:09",0,""
"E0054773","N0071556","Sain Nicolas","CY","","EN","","EN","","","2002-09-19T07:55:11","2002-09-19T07:55:11",0,""
"E0054769","N0071557","Sain Tathan","CY","","EN","","EN","","","2002-09-19T07:55:13","2002-09-19T07:55:13",0,""
"E0042940","N0071558","Saint Andras","CY","","EN","","EN","","","2002-09-19T07:55:15","2002-09-19T07:55:15",0,""
"E0054771","N0071559","Saint Dunwyd","CY","","EN","","EN","","","2002-09-19T07:55:17","2002-09-19T07:55:17",0,""
"E0042944","N0071560","Saint Hilari","CY","","EN","","EN","","","2002-09-19T07:55:18","2002-09-19T07:55:18",0,""
"E0054770","N0071561","Saint-y-Brid","CY","","EN","","EN","","","2002-09-19T07:55:20","2002-09-19T07:55:20",0,""
"E0042868","N0071562","Silstwn","CY","","EN","","EN","","","2002-09-19T07:55:22","2002-09-19T07:55:22",0,""
"E0042822","N0071563","Trebefred","CY","","EN","","EN","","","2002-09-19T07:55:24","2002-09-19T07:55:24",0,""
"E0042863","N0071564","Trefflemin","CY","","EN","","EN","","","2002-09-19T07:55:25","2002-09-19T07:55:25",0,""
"N0071565","N0071566","Tregolwyn","CY","","EN","","EN","","","2002-09-19T07:55:27","2002-09-19T07:55:27",0,""
"E0042964","N0071567","Trerhingyll","CY","","EN","","EN","","","2002-09-19T07:55:28","2002-09-19T07:55:28",0,""
"E0042821","N0071568","Tresimwn","CY","","EN","","EN","","","2002-09-19T07:55:30","2002-09-19T07:55:30",0,""
"E0042841","N0071569","Y Bont-faen","CY","","EN","","EN","","","2002-09-19T07:55:32","2002-09-19T07:55:32",0,""
"E0054768","N0071570","Y Rhws","CY","","EN","","EN","","","2002-09-19T07:55:34","2002-09-19T07:55:34",0,""
"E0054777","N0071571","Y Wig","CY","","EN","","EN","","","2002-09-19T07:55:35","2002-09-19T07:55:35",0,""
"E0042911","N0071572","Yr As Fawr","CY","","EN","","EN","","","2014-04-10T17:34:29","2014-04-10T17:34:29",0,"new"
"N0060362","N0080396","Greenham Business Park","EN","","EN","","EN","","","2012-07-05T12:22:15","2012-07-05T12:22:15",0,"new"
"E0043392","N0071579","Bers","CY","","EN","","EN","","","2002-09-19T07:56:07","2002-09-19T07:56:07",0,""
"E0054789","N0071580","Erbistog","CY","","EN","","EN","","","2002-09-19T07:56:09","2002-09-19T07:56:09",0,""
"E0054792","N0071581","Gresffordd","CY","","EN","","EN","","","2002-09-19T07:56:10","2002-09-19T07:56:10",0,""
"E0043504","N0071582","Llanerch Panna","CY","","EN","","EN","","","2002-09-19T07:56:12","2002-09-19T07:56:12",0,""
"E0054802","N0071583","Mwynglawdd","CY","","EN","","EN","","","2002-09-19T07:56:14","2002-09-19T07:56:14",0,""
"E0043550","N0071584","Talwrn Green","CY","","EN","","EN","","","2002-09-19T07:56:16","2002-09-19T07:56:16",0,""
"E0043570","N0071585","Wrecsam","CY","","EN","","EN","","","2002-09-19T07:56:17","2002-09-19T07:56:17",0,""
"E0043419","N0071586","Y Waun","CY","","EN","Wrexham","EN","","","2002-09-19T07:56:19","2002-09-19T07:56:19",0,""
"E0054808","N0071587","Yr Orsedd","CY","","EN","","EN","","","2002-09-19T07:56:21","2002-09-19T07:56:21",0,""
"E0053923","N0080366","Heslington","EN","","EN","","EN","","","2014-01-14T15:26:29","2014-01-14T15:26:29",0,"new"
"N0070275","E0043867","Wilshamstead","EN","","EN","","EN","","","2009-01-21T11:12:59","2009-01-21T11:12:59",0,"new"
"N0078224","E0044000","Lower Winchendon","EN","","EN","","EN","","","2010-07-01T13:21:51","2010-07-01T13:21:51",0,"new"
"E0044054","N0059983","Amersham-on-the-Hill","EN","","EN","","EN","","","2010-07-01T13:21:37","2010-07-01T13:21:37",0,"new"
"E0044070","N0059985","Beaconsfield New Town","EN","","EN","","EN","","","2014-03-14T10:53:19","2014-03-14T10:53:19",0,"new"
"E0044316","E0001686","Haughton Moss","EN","","EN","","EN","","","2004-05-19T15:19:35","2004-05-19T15:19:35",0,""
"E0001740","N0078626","Reaseheath","EN","","EN","E Cheshire","CY","","","2009-07-30T09:40:17","2009-07-30T09:40:17",0,"new"
"E0005628","E0005547","Bootle Station","EN","","EN","","EN","","","2012-10-15T16:17:59","2012-10-15T16:17:59",0,"new"
"E0006149","N0080422","Bowness","EN","","EN","South Lakeland","EN","","","2012-12-31T16:25:47","2012-12-31T16:25:47",0,"new"
"E0045106","N0077577","Youlgrave","EN","","EN","","EN","","","2005-08-10T12:27:44","2005-08-10T12:27:44",0,""
"E0045065","N0080459","Mappleton","EN","","EN","Derbyshire","EN","","","2013-05-01T09:24:55","2013-05-01T09:24:55",0,"new"
"N0065376","N0070126","Co-operative Villas","EN","","EN","","EN","","","2002-07-08T11:09:41","2002-07-08T11:09:41",0,""
"E0010587","N0078511","Bexhill-on-Sea","EN","","EN","","EN","","","2009-12-12T13:27:32","2009-12-12T13:27:32",0,"new"
"E0010526","N0078512","St Leonards-on-Sea","EN","","EN","Hastings","EN","","","2009-12-12T13:27:49","2009-12-12T13:27:49",0,"new"
"N0076769","E0055786","Canvey Island","EN","","EN","","EN","","","2013-03-04T10:28:27","2013-03-04T10:28:27",0,"new"
"N0071618","N0078035","Stansted","EN","","EN","Airport","EN","","","2006-08-24T15:48:29","2006-08-24T15:48:29",0,"new"
"E0011499","N0078147","Walton","EN","","EN","on-the-Naze","EN","","","2007-03-03T22:51:09","2007-03-03T22:51:09",0,"new"
"E0046305","N0078183","Bradwell","EN","","EN","on-Sea","EN","","","2007-05-11T12:37:17","2007-05-11T12:37:17",0,"new"
"E0057399","N0078661","Clacton-on-Sea","EN","","EN","","EN","","","2009-12-12T13:01:07","2009-12-12T13:01:07",0,"new"
"E0011464","N0078666","Frinton","EN","","EN","on Sea","EN","","","2009-12-13T10:09:26","2009-12-13T10:09:26",0,"new"
"N0060498","N0065227","Kingston","EN","","EN","London","EN","","","2009-09-18T10:37:05","2009-09-18T10:37:05",0,"new"
"E0034774","N0078485","Richmond upon Thames","EN","","EN","London","EN","","","2009-01-21T20:03:40","2009-01-21T20:03:40",0,"new"
"N0060498","N0078486","Kingston-upon-Thames","EN","","EN","London","EN","","","2009-01-21T22:02:18","2017-07-11T08:55:35",1,"new"
"E0013095","N0078664","Barton","EN","","EN","on Sea","EN","","","2009-12-12T13:26:30","2009-12-12T13:26:30",0,"new"
"E0015471","E0015476","Branbridges","EN","","EN","","EN","","","2003-06-20T16:22:42","2003-06-20T16:22:42",0,""
"E0015462","N0078663","Westgate","EN","","EN","on Sea","EN","","","2009-12-12T13:02:41","2009-12-12T13:02:41",0,"new"
"E0015366","N0078665","Sheerness-on-Sea","EN","","EN","","EN","","","2009-12-13T09:15:53","2009-12-13T09:15:53",0,"new"
"E0015473","N0080175","Bluebell Hill Village","EN","","EN","","EN","","","2011-06-03T09:30:48","2011-06-03T09:30:48",0,"new"
"E0029886","E0029616","Birkenhead St Anne","EN","","EN","","EN","","","2002-09-17T15:33:32","2002-09-17T15:33:32",0,""
"E0029663","E0029662","Cressington","EN","","EN","","EN","","","2002-09-17T15:33:40","2002-09-17T15:33:40",0,""
"N0071070","E0029734","Heswall Hill","EN","","EN","","EN","","","2002-09-17T15:33:46","2002-09-17T15:33:46",0,""
"E0029762","E0029761","Kennessee","EN","","EN","","EN","","","2002-09-17T15:33:54","2002-09-17T15:33:54",0,""
"E0029817","E0029816","Newton in Makerfield","EN","","EN","","EN","","","2002-09-17T15:34:06","2002-09-17T15:34:06",0,""
"N0071071","E0029896","Stoops","EN","","EN","The","EN","","","2002-09-17T15:39:25","2002-09-17T15:39:25",0,""
"E0029955","E0029956","Woolton Park","EN","","EN","","EN","","","2002-09-17T15:40:05","2002-09-17T15:40:05",0,""
"E0029636","N0078137","Broad Green","EN","","EN","Liverpool","EN","","","2008-07-30T11:52:52","2008-07-30T11:52:52",0,"new"
"E0018950","E0049382","Edstone","EN","","EN","N Yorks","EN","","","2011-07-27T12:25:11","2011-07-27T12:25:11",0,"new"
"E0018781","N0071624","Lower Dunsforth","EN","","EN","","EN","","","2005-06-24T11:12:42","2005-06-24T11:12:42",0,""
"E0049917","N0070216","Lindisfarne","EN","","EN","","EN","","","2002-07-22T17:24:20","2002-07-22T17:24:20",0,""
"E0020489","N0061003","Rampton Hospital","EN","","EN","","EN","","","2006-03-10T09:10:47","2006-03-10T09:10:47",0,"new"
"E0050365","N0078149","Henley","EN","","EN","on-Thames","EN","","","2007-03-03T22:56:49","2007-03-03T22:56:49",0,"new"
"N0076153","N0078175","Benson RAF","EN","","EN","","EN","","","2014-03-03T16:14:12","2014-03-03T16:14:12",0,"new"
"E0056525","N0080451","Abingdon-on-Thames","EN","","EN","","EN","","","2014-09-04T07:42:20","2014-09-04T07:42:20",0,"new"
"E0050352","N0080594","Dorchester on Thames","EN","","EN","","EN","","","2014-09-04T07:42:08","2014-09-04T07:42:08",0,"new"
"E0050841","N0078662","Burnham","EN","","EN","on sea","EN","","","2009-12-12T13:00:18","2009-12-12T13:00:18",0,"new"
"E0030660","N0071592","Wath","EN","","EN","Rotherham","EN","","","2012-12-14T15:49:50","2012-12-14T15:49:50",0,"new"
"N0078216","N0078217","Doncaster Sheffield Airport","EN","","EN","","EN","","","2012-12-14T15:50:04","2012-12-14T15:50:04",0,"new"
"E0024026","E0024025","Stewponey","EN","","EN","","EN","","","2004-07-12T11:19:57","2004-07-12T11:19:57",0,""
"E0024603","E0024577","Tean","EN","","EN","Staffs","EN","","","2004-07-12T11:22:00","2004-07-12T11:22:00",0,""
"N0077000","N0077067","Pye Green Valley","EN","","EN","","EN","","","2004-07-12T11:00:05","2004-07-12T11:00:05",0,""
"N0076955","N0077069","Newcastle Under Lyme Town Centre","EN","Newcastle","CY","","EN","","","2004-07-12T11:08:54","2004-07-12T11:08:54",0,""
"N0076897","N0077070","Barton","EN","","EN","Staffs","EN","","","2004-07-12T11:12:23","2004-07-12T11:12:23",0,""
"E0051174","N0077071","Birches Bridge","EN","","EN","","EN","","","2004-07-12T11:13:51","2004-07-12T11:13:51",0,""
"E0056621","N0077072","Burton","EN","Burton","EN","Staffs","EN","","","2004-07-12T11:15:06","2004-07-12T11:15:06",0,""
"E0057619","N0077073","Newcastle","EN","Newcastle","EN","Staffs","EN","","","2004-07-12T11:17:10","2004-07-12T11:17:10",0,""
"N0077763","N0077764","Thorington Park","EN","","EN","Ipswich","EN","","","2005-11-23T17:17:07","2005-11-23T17:17:07",0,""
"E0025013","N0077965","Bury","EN","","EN","Suffolk","EN","","","2006-05-31T12:37:10","2006-05-31T12:37:10",0,"new"
"N0071722","N0078142","Sutton Common","EN","","EN","Suffolk","EN","","","2007-02-26T08:37:45","2007-02-26T08:37:45",0,"new"
"E0024691","N0078154","Gt Wenham","EN","","EN","","EN","","","2007-03-09T09:28:27","2007-03-09T09:28:27",0,"new"
"E0051992","N0080441","Stratford upon Avon","EN","","EN","","EN","","","2013-01-30T14:25:15","2013-01-30T14:25:15",0,"new"
"E0051992","N0080442","Stratford","EN","","EN","Warwickshire","EN","","","2013-01-30T15:24:01","2013-01-30T15:24:01",0,"new"
"E0051992","N0080565","Stratford on Avon","EN","","EN","","EN","","","2014-06-11T16:35:40","2014-06-11T16:35:40",0,"new"
"N0077792","N0078076","Birmingham International & NEC","EN","","EN","","EN","","","2013-07-12T09:57:31","2013-07-12T09:57:31",0,"new"
"E0026317","N0078150","Shoreham","EN","","EN","by-Sea","EN","","","2008-01-15T11:19:21","2008-01-15T11:19:21",0,"new"
"E0026836","N0078157","Goring","EN","","EN","by sea","EN","","","2008-01-15T11:19:11","2008-01-15T11:19:11",0,"new"
"N0072745","N0077260","Campbeltown Airport","EN","","EN","","EN","","","2014-02-06T14:34:08","2014-02-06T14:34:08",0,"new"
"ES000136","N0079091","Aird Driseig","GD","","EN","","EN","","","2010-09-27T13:28:33","2010-09-27T13:28:33",0,"new"
"N0077257","N0079092","Am Bealach Gearr","GD","","EN","","EN","","","2010-09-27T13:28:58","2010-09-27T13:28:58",0,"new"
"N0068343","N0079093","Baile a' Ghrana","GD","","EN","","EN","","","2010-09-27T13:30:33","2010-09-27T13:30:33",0,"new"
"N0068351","N0079094","Bealach an t-Suidhe","GD","","EN","","EN","","","2010-09-27T13:31:07","2010-09-27T13:31:07",0,"new"
"ES000438","N0079095","Am Bogha Mor","GD","","EN","","EN","","","2010-09-27T13:29:10","2010-09-27T13:29:10",0,"new"
"N0072642","N0079096","Beul an Atha","GD","","EN","","EN","","","2010-09-27T13:31:20","2010-09-27T13:31:20",0,"new"
"ES000591","N0079097","Ceann Loch Chille Chiarain","GD","","EN","","EN","","","2010-09-27T13:32:18","2010-09-27T13:32:18",0,"new"
"N0077260","N0079098","Port-adhair Cheann Loche Chille Chiarain","GD","","EN","","EN","","","2010-09-27T13:36:08","2010-09-27T13:36:08",0,"new"
"ES000640","N0079099","Caradal","GD","","EN","","EN","","","2010-09-27T13:32:02","2010-09-27T13:32:02",0,"new"
"N0072652","N0079100","An Clachan","GD","","EN","Cinn Tire","GD","","","2010-09-27T13:29:47","2010-09-27T13:29:47",0,"new"
"N0068419","N0079101","Druim Leamal","GD","","EN","","EN","","","2010-09-27T13:33:44","2010-09-27T13:33:44",0,"new"
"N0077279","N0079102","Giogha","GD","","EN","","EN","","","2010-09-27T13:33:52","2010-09-27T13:33:52",0,"new"
"N0068444","N0079103","Am Barr","GD","","EN","","EN","","","2010-09-27T13:28:46","2010-09-27T13:28:46",0,"new"
"N0072715","N0079104","Ceann na Criege","GD","","EN","","EN","","","2010-09-27T13:32:59","2010-09-27T13:32:59",0,"new"
"N0068466","N0079105","Cill Bhearaidh","GD","","EN","","EN","","","2010-09-27T13:33:14","2010-09-27T13:33:14",0,"new"
"N0077259","N0079106","Cill Dallaig","GD","","EN","","EN","","","2010-09-27T13:33:28","2010-09-27T13:33:28",0,"new"
"ES002442","N0079107","Ceann Loch Gilb","GD","","EN","","EN","","","2010-09-27T13:32:35","2010-09-27T13:32:35",0,"new"
"N0072744","N0079108","Am Machair Riabhach","GD","","EN","","EN","","","2010-09-27T13:29:29","2010-09-27T13:29:29",0,"new"
"N0068490","N0079109","Machair Shanais","GD","","EN","","EN","","","2010-09-27T13:34:27","2010-09-27T13:34:27",0,"new"
"N0068496","N0079110","Muasdal","GD","","EN","","EN","","","2010-09-27T13:34:35","2010-09-27T13:34:35",0,"new"
"ES002899","N0079111","An t-Oban","GD","","EN","","EN","","","2010-09-27T13:30:12","2010-09-27T13:30:12",0,"new"
"N0068507","N0079112","Peighinn an Inbhir","GD","","EN","","EN","","","2010-09-27T13:34:49","2010-09-27T13:34:49",0,"new"
"N0068510","N0079113","Port Asgaig","GD","","EN","","EN","","","2010-09-27T13:35:11","2010-09-27T13:35:11",0,"new"
"N0068511","N0079114","Port Sgioba","GD","","EN","","EN","","","2010-09-27T13:35:45","2010-09-27T13:35:45",0,"new"
"ES003051","N0079115","Port Illein","GD","","EN","","EN","","","2010-09-27T13:35:21","2010-09-27T13:35:21",0,"new"
"N0068512","N0079116","Bun Othan","GD","","EN","","EN","","","2010-09-27T13:31:35","2010-09-27T13:31:35",0,"new"
"N0068513","N0079117","Port a' Mhadaidh","GD","","EN","","EN","","","2010-09-27T13:35:02","2010-09-27T13:35:02",0,"new"
"N0068515","N0079118","Port na h-Abhainne","GD","","EN","","EN","","","2010-09-27T13:35:33","2010-09-27T13:35:33",0,"new"
"ES003224","N0079119","Saghadal","GD","","EN","","EN","","","2010-09-27T13:36:23","2010-09-27T13:36:23",0,"new"
"N0068531","N0079120","Sgibinis","GD","","EN","","EN","","","2010-09-27T13:36:37","2010-09-27T13:36:37",0,"new"
"N0077114","N0079121","Caolas Chinn Tire","GD","","EN","","EN","","","2010-09-27T13:31:49","2010-09-27T13:31:49",0,"new"
"ES003378","N0079122","Ceann mu Dheas","GD","","EN","","EN","","","2010-09-27T13:32:48","2010-09-27T13:32:48",0,"new"
"N0068538","N0079123","Baile nan Stiubhartach","GD","","EN","","EN","","","2010-09-27T13:30:54","2010-09-27T13:30:54",0,"new"
"ES003609","N0079124","An Tairbeart","GD","","EN","Loch Fin","GD","","","2010-09-27T13:30:08","2010-09-27T13:30:08",0,"new"
"N0068546","N0079125","Taigh an Loin","GD","","EN","","EN","","","2010-09-27T13:36:53","2010-09-27T13:36:53",0,"new"
"N0076400","N0079126","Torr an Tuirc","GD","","EN","","EN","","","2010-09-27T13:37:24","2010-09-27T13:37:24",0,"new"
"N0076401","N0079127","Torasdal","GD","","EN","Cinn Tire","EN","","","2010-09-27T13:37:09","2010-09-27T13:37:09",0,"new"
"N0072788","N0079128","Ugadal","GD","","EN","","EN","","","2010-09-27T13:37:37","2010-09-27T13:37:37",0,"new"
"N0068561","N0079129","Glac a' Mhuilinn","GD","","EN","","EN","","","2010-09-27T13:34:12","2010-09-27T13:34:12",0,"new"
"N0079581","N0079582","Stafa","GD","","EN","","EN","","","2011-01-21T09:44:14","2011-01-21T09:44:14",0,"new"
"ES000155","N0079775","An Tairbeart Iar","GD","","EN","","EN","","","2011-02-28T11:53:03","2011-02-28T11:53:03",0,"new"
"ES000155","N0079776","An t-Arar","GD","","EN","","EN","","","2011-02-28T11:54:36","2011-02-28T11:54:36",0,"new"
"ES000607","N0079777","Cardainn Ros","GD","","EN","","EN","","","2011-02-28T11:56:26","2011-02-28T11:56:26",0,"new"
